"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"E2P69_RS14870",20.8377532878677,-0.568074480333904,2.01069552524647,-0.282526356278766,0.777539939998221,0.84346400253123
"E2P69_RS14875",844.987024726371,-0.726766483296556,0.397393054432687,-1.82883539405106,0.0674242709726613,0.121166150033163
"E2P69_RS14880",720.254512635318,-0.413771245332003,0.467105550805827,-0.885819585355355,0.3757147541951,0.494979860943703
"E2P69_RS14885",4458.20631202525,2.44262052043517,0.253529537901701,9.63446129650673,5.71911843633785e-22,1.36311102845515e-20
"E2P69_RS14890",1555.04569577611,1.65490697627018,0.372181382301733,4.44650660931911,8.72779830375161e-06,3.79996312368977e-05
"E2P69_RS14895",1032.21080602116,3.25899590735731,0.342031407031042,9.52835277802872,1.59798573600902e-21,3.66219698071079e-20
"E2P69_RS14900",1288.30907143688,1.84536248412676,0.341258850653483,5.407515381925,6.39050561376421e-08,3.82421792180926e-07
"E2P69_RS14905",552.716774772825,1.12064180665704,0.417566068929236,2.6837472918494,0.00728021121452964,0.0175524629917937
"E2P69_RS14910",488.08220887962,1.01355013739263,0.415641287940069,2.43852130864047,0.0147474892016414,0.0326842600744135
"E2P69_RS14915",2936.90726515651,-0.531652348457307,0.349754035825835,-1.52007494982002,0.128492139627023,0.207327162237645
"E2P69_RS14920",3317.16434204165,-0.545245884253794,0.308248629731913,-1.76885095881205,0.0769187500682803,0.135714089058713
"E2P69_RS14925",1865.76341049639,0.350961179916734,0.37508947096473,0.935673238211837,0.349441453532486,0.468054047104688
"E2P69_RS14930",5491.68351436031,0.103702263378852,0.282981658970556,0.366462843408667,0.714019733755123,0.792278879886304
"E2P69_RS14935",625.535283851478,-0.271494866630609,0.449832971216187,-0.603545947058048,0.546145558989935,0.658138942821806
"E2P69_RS14940",1613.99395864915,-1.02655309300481,0.354758708589842,-2.89366566104984,0.00380773369776272,0.00977357369438051
"E2P69_RS14945",861.202178218791,0.0960883871368732,0.364896058102549,0.263330844505502,0.792295587894086,0.853036886191593
"E2P69_RS14950",790.22074542368,0.916004026879624,0.3722496236235,2.46072519285093,0.0138656525395171,0.0310599552858894
"E2P69_RS14955",157.283832381567,1.31683306565686,0.829755793572033,1.58701280046265,0.112509745539635,0.185485434247358
"E2P69_RS14960",1158.88505268665,1.26915215816265,0.298719687793665,4.24863914238987,2.15073043539818e-05,8.68412066412956e-05
"E2P69_RS14965",77.4315510152832,1.24401728121411,0.924405462233489,1.34574851841355,0.178383633347216,0.272641309890524
"E2P69_RS14970",253.110159159422,0.0150059351761001,0.647747156777142,0.0231663466510018,0.981517582881168,0.987093138420511
"E2P69_RS14975",12.602466801385,1.24844147311681,2.04750351230742,0.609738379256738,0.542035126655169,0.654174917036663
"E2P69_RS14985",299.240683209927,1.67576822266815,0.558198936385355,3.00209855919767,0.00268125351459594,0.00716891564703826
"E2P69_RS14990",1201.12539359846,0.300667782148839,0.323021243403248,0.930798788900383,0.351957656301454,0.47051775142095
"E2P69_RS14995",2225.57833983713,-0.0599278674194102,0.347681157402799,-0.172364438346545,0.863151027812408,0.903211976167976
"E2P69_RS15000",933.084434266402,-0.209822363018695,0.34224158845752,-0.613082600406229,0.539821724456305,0.652523166610547
"E2P69_RS15005",555.697014997667,-1.16421429761033,0.462353322230288,-2.51801867021184,0.011801706508831,0.027002149121412
"E2P69_RS15010",1713.73843513089,-2.40889713204843,0.380747190321025,-6.32676272677781,2.50357866648943e-10,2.08848532358548e-09
"E2P69_RS15015",999.63055789761,0.306099107112652,0.318682602936753,0.96051401705603,0.336796579796137,0.454620884896339
"E2P69_RS15020",114.743560575489,0.0453160058537686,0.724733077502198,0.0625278564764158,0.950142479076652,0.966103591793528
"E2P69_RS15025",170.73758955207,-1.91328054383909,0.603640093099622,-3.16957167973157,0.00152663797835463,0.00434945833860461
"E2P69_RS15030",786.206681848857,0.500416965198934,0.345748678760461,1.4473431019114,0.147800852960799,0.232896621722513
"E2P69_RS15035",788.967791198791,-0.0100287234352265,0.345624618712905,-0.0290162300144393,0.976851646364677,0.985313827730539
"E2P69_RS15040",478.183759735927,-1.59779540087256,0.671871987931998,-2.37812474633825,0.0174009380113287,0.0378061586370104
"E2P69_RS00005",5292.42239338019,-1.3218533681063,0.29815531397349,-4.43343890300015,9.27417973970143e-06,4.01688511882603e-05
"E2P69_RS00015",3368.60157150542,-0.308029379564688,0.304566767478286,-1.01136897539765,0.311839864350313,0.427154047358015
"E2P69_RS00030",454.394503340422,0.926897608528086,0.442432086840273,2.09500539426905,0.0361705129616426,0.0709963339120054
"E2P69_RS00035",396.0058602958,0.569127839375878,0.408410600195349,1.39351877523173,0.163462971487471,0.253741739514046
"E2P69_RS00040",948.636285992907,0.560409290289409,0.339976917320789,1.64837452702893,0.0992758398918651,0.167507899752819
"E2P69_RS00045",706.763044072958,-1.08835772777021,0.413227417109507,-2.63379844295712,0.00844355945813027,0.0199422913362748
"E2P69_RS00050",544.968834809368,-1.4233060230747,0.438172378674522,-3.24827874221607,0.00116105468475968,0.00338417826005075
"E2P69_RS00055",1554.58863869011,-1.06725920606106,0.447325161972858,-2.38586893112401,0.017038822465853,0.0371117120130929
"E2P69_RS00060",21210.1367165524,-2.24200113298624,0.251373381892799,-8.91900771714311,4.70484589471806e-19,8.91996010312229e-18
"E2P69_RS00065",3639.69720680422,-1.62627087823734,0.34597719274368,-4.70051469387515,2.59506581263797e-06,1.22860607315698e-05
"E2P69_RS00070",1040.43961338272,0.959269712825034,0.384443028352477,2.49521942675346,0.0125879261320975,0.0285815132808811
"E2P69_RS00080",3413.60160852569,-1.81082100024073,0.343469703532839,-5.27214185593402,1.34840789070775e-07,7.7043963180028e-07
"E2P69_RS00085",4342.5583802724,0.526907555255405,0.291628403727909,1.80677721552463,0.0707970226228396,0.126410265993093
"E2P69_RS00090",459.17592984984,-1.18479049303704,0.512481737905624,-2.31186870751524,0.0207849196560839,0.0439401418578438
"E2P69_RS00095",10623.6218959629,-0.967179284330121,0.239248713880936,-4.04256837431296,5.28688887239864e-05,0.00020156867903816
"E2P69_RS00100",926.564877196197,-1.96924839243715,0.379890753643698,-5.18372288230033,2.17500028905302e-07,1.20797952139016e-06
"E2P69_RS00105",4497.11216672171,0.49913872406376,0.269909122066238,1.84928438224947,0.064416759693433,0.116666220009253
"E2P69_RS00110",5573.32793891412,0.0446872124541084,0.317307143029163,0.140832670917847,0.888002132618211,0.921357436604616
"E2P69_RS00115",16441.8357134878,1.50801069552664,0.398888474790073,3.78053213074223,0.000156493520531745,0.000541239199119325
"E2P69_RS00120",30982.6291016705,-1.20256176011016,0.316935609177317,-3.79434094903915,0.000148036139358798,0.000514548947721288
"E2P69_RS00125",13985.6678488651,-0.872158809448649,0.308559546746327,-2.82654942504718,0.00470524822384063,0.0118013171026093
"E2P69_RS00130",12294.777428433,-0.799068642734972,0.337094210315249,-2.37046089278035,0.0177659232866346,0.0385121281980907
"E2P69_RS00135",1278.5147615721,0.113913690823181,0.348296898905603,0.327059158956378,0.743623140984722,0.817515055626588
"E2P69_RS00140",322.175447837674,0.453028347235724,0.473729094424215,0.956302563148141,0.338919395344192,0.456965983293442
"E2P69_RS00145",224.963605915604,2.34524996333534,0.69108591037681,3.39357224350966,0.000689873593342622,0.00210340844870766
"E2P69_RS00150",479.375399279767,0.465310535492966,0.376741085052212,1.23509368623408,0.216795638926994,0.319186237191843
"E2P69_RS00155",985.872970784409,1.47153457708355,0.372886717246998,3.94633144336116,7.93577420791352e-05,0.000292145756586119
"E2P69_RS00160",606.647143319587,1.66555503056903,0.419849964662514,3.96702434382207,7.27755615936744e-05,0.000272411900121749
"E2P69_RS00165",985.179135309911,1.20097464467898,0.327511991407091,3.66696388586941,0.000245447444122411,0.00082163827402454
"E2P69_RS00170",781.711596453345,-0.16726621430145,0.382738960599401,-0.437024268549763,0.662093748017325,0.751991131332236
"E2P69_RS00175",7033.62206271632,1.47527579396097,0.272617924231076,5.41151429467456,6.24940046596262e-08,3.76136354163493e-07
"E2P69_RS00180",142.360047406677,0.204179596475943,0.812784937328332,0.251209867578369,0.801651855911099,0.859560383291824
"E2P69_RS00185",774.213414272008,-0.127816476082234,0.416054037823938,-0.307211238114031,0.758682592100916,0.828610916903095
"E2P69_RS00190",534.32573978689,-1.32936338161245,0.548305427125076,-2.4244942979731,0.0153297240597045,0.0338487448666107
"E2P69_RS00195",3709.4205483214,0.3578601111745,0.316583332745341,1.13038203265856,0.258315281702799,0.369490068581062
"E2P69_RS00200",484.863306657464,-0.426584489942543,0.461382043183293,-0.92457974090048,0.355184555181454,0.473617256925142
"E2P69_RS00205",426.933159417014,3.50807510092607,0.456579803340694,7.68337774745677,1.54947828753576e-14,2.02597929069331e-13
"E2P69_RS00210",2056.98105909754,0.196545304670126,0.466658188015595,0.421176162162523,0.673626449811055,0.761677682981538
"E2P69_RS00215",3352.90620735071,2.61198433502345,0.312715642454935,8.35258612111115,6.67843373623063e-17,1.08811512163351e-15
"E2P69_RS00220",2289.4830634994,1.86173138164916,0.362543408906906,5.13519577493468,2.81850467684769e-07,1.52873641185068e-06
"E2P69_RS00225",8790.47077428797,-2.83050228781837,0.450071422015961,-6.28900692059047,3.1950322863507e-10,2.60282805983765e-09
"E2P69_RS00235",3296.09843567225,0.972122890739214,0.280499263419774,3.46568785560199,0.000528876910067035,0.00164992190866836
"E2P69_RS00245",8636.60591224232,-0.273355738813181,0.277199130930003,-0.986134905604044,0.32406691689741,0.44028765810394
"E2P69_RS00250",4616.0930494481,-1.11318752123785,0.359722484764002,-3.09457309005347,0.00197096365340525,0.00548059293223552
"E2P69_RS00255",6846.4721092376,-2.73574291377731,0.289964963654898,-9.43473611188851,3.91979669312339e-21,8.65051428942734e-20
"E2P69_RS00260",17547.1208907768,-0.712291778596964,0.289343127881805,-2.46175460883222,0.0138259226075327,0.0310209377063038
"E2P69_RS00265",969.162643611274,2.32607613335788,0.380072194573763,6.12009025276497,9.35223714976705e-10,7.21038468607733e-09
"E2P69_RS00270",1328.03125875597,1.99410301649458,0.409948206449953,4.86428037766771,1.14873979502572e-06,5.76581670884749e-06
"E2P69_RS00275",297.818185028924,2.01732437495225,0.656172909287681,3.07437924729656,0.00210941094806632,0.00583058519839936
"E2P69_RS00280",1296.80474831893,-1.17546131715411,0.404297012080826,-2.90742024311354,0.00364423260677717,0.00941182303583131
"E2P69_RS00285",430.580813846299,-0.541717320128613,0.513244954814103,-1.05547519765649,0.291208047038803,0.405011258485778
"E2P69_RS00290",339.684445967697,-0.840392239115981,0.843615241858533,-0.996179534718396,0.319162921152495,0.434757852425557
"E2P69_RS00295",249.781550009901,0.743346272143361,0.568549476897851,1.30744341934715,0.191062159221781,0.289053415347859
"E2P69_RS00300",258.029285138937,0.068482829862494,0.526211214912064,0.130143235115083,0.896453104299775,0.92793280301341
"E2P69_RS00315",113.836672129826,0.524697993776034,0.695896746219433,0.753988284363359,0.450856256616437,0.569337404283124
"E2P69_RS00320",223.796180939673,-0.411301905109863,0.636468681626392,-0.646224892101286,0.518133721103472,0.632776961150476
"E2P69_RS00325",311.319528761251,-1.07269445555781,0.61727942572064,-1.73777775649252,0.0822499815149299,0.143541704141746
"E2P69_RS00330",671.87006151486,-1.08149392252617,0.467751990769459,-2.31210971597811,0.0207716378697414,0.0439343314171863
"E2P69_RS00335",141.866088787266,-0.421031347513639,0.853723082622824,-0.493170860766864,0.621891865263613,0.72173371452825
"E2P69_RS00340",1036.52483924837,-1.11828792711506,0.489872535103048,-2.28281409342497,0.0224413214398113,0.0468951661951167
"E2P69_RS00350",716.716860589301,-0.0481813660719288,0.437944680235514,-0.110017014126118,0.912395881502121,0.939575320289378
"E2P69_RS00355",3064.92277413871,1.12083386160531,0.301971707542968,3.71171812990401,0.000205857156716037,0.000697506255615428
"E2P69_RS00360",561.136975387247,0.103386821229978,0.394018024552962,0.262391095806535,0.793019936782423,0.853596427437287
"E2P69_RS00365",574.944961940928,-0.497893668309349,0.514128951880576,-0.968421767512136,0.332833772620796,0.450730410909526
"E2P69_RS00370",709.092092686729,0.158957541714287,0.389906990330416,0.407680666559948,0.683508133167308,0.769269407296503
"E2P69_RS00380",864.70138490067,4.05545930954283,0.456317037906353,8.88737209583462,6.2571185655127e-19,1.17033370119971e-17
"E2P69_RS00385",1606.59895858301,3.75969843699073,0.388485077242556,9.67784519209038,3.74526293237454e-22,9.08226261100826e-21
"E2P69_RS00390",337.435395617163,1.13480076386522,0.460487021132694,2.46434907345243,0.0137262358002004,0.0308304413153666
"E2P69_RS00395",213.329991674313,-0.0271231854581996,0.757304946641919,-0.0358154077541294,0.971429547338082,0.980361152176903
"E2P69_RS00400",240.527180283152,0.494063149364392,0.558242423465881,0.885033327092863,0.376138656897656,0.495381855989935
"E2P69_RS23275",182.269404400833,1.76006670302252,0.681767978793721,2.58162125205216,0.00983374403503882,0.022850443660249
"E2P69_RS23050",893.723031667222,0.40468012362042,0.334751810737905,1.20889599589729,0.226702804674947,0.331665169519187
"E2P69_RS00415",69.6696871911566,0.287766460277147,1.13309769253138,0.253964386454858,0.799523071721198,0.857718809709135
"E2P69_RS00420",2472.74782000119,1.29439872215128,0.426467092744189,3.03516670846093,0.00240402765262242,0.00653237741960139
"E2P69_RS00425",1426.74839404942,1.67183755030118,0.465493493921885,3.59153795301323,0.000328732291233055,0.00106125571728566
"E2P69_RS22795",716.390533161523,2.16982725974649,0.49262192449071,4.40465020307356,1.05954706309341e-05,4.53268800016678e-05
"E2P69_RS00440",4649.12722652806,1.74977847797352,0.34035569178951,5.14102898874291,2.73237887949646e-07,1.48977154331761e-06
"E2P69_RS00445",81.062036052575,1.53380872122297,0.836301947631731,1.83403700728722,0.0666485009474738,0.120082461102338
"E2P69_RS00450",629.726714487138,1.43601061856593,0.410474400830609,3.49841699180292,0.000468028752827273,0.00147252480738559
"E2P69_RS00455",238.850879898276,-0.671094529255825,0.597077559161522,-1.12396541949801,0.261027696319011,0.372603190057013
"E2P69_RS00460",523.686419740941,0.392454223542536,0.476502868250544,0.823613559732414,0.410159168818386,0.529651360105724
"E2P69_RS00465",684.593723638479,1.43821219075942,0.394015084731799,3.65014499822612,0.000262092314975792,0.000868297891790333
"E2P69_RS00470",89.7926855166102,1.53560734607363,0.746105273378432,2.05816444524009,0.03957435037435,0.0765605822872978
"E2P69_RS00475",639.08425157144,2.05589175959697,0.447737792828577,4.59173157264411,4.39583522989743e-06,2.00164069256574e-05
"E2P69_RS00480",1504.36945991321,3.66840792651327,0.366651512635507,10.0051623956072,1.44654161926849e-23,3.86764429100569e-22
"E2P69_RS00485",878.34601171761,2.9587803831585,0.418700739744306,7.06657548531054,1.58803805851627e-12,1.68972110767127e-11
"E2P69_RS00495",5637.56025375452,-1.67354026708669,0.310195432284221,-5.39511576544842,6.84793862686196e-08,4.06876809296884e-07
"E2P69_RS00500",1868.17357694007,-0.595519383468337,0.343158360490732,-1.73540689090809,0.0826687604012618,0.144151922923772
"E2P69_RS00505",1039.93575498059,0.997663326447894,0.368820371520887,2.7050114459076,0.00683020359747478,0.0166115330641792
"E2P69_RS00510",917.533883014295,0.470495802311275,0.370094543801188,1.27128543284881,0.20362712276714,0.30388096302028
"E2P69_RS00515",100.976854803374,1.63542190290363,0.85282282052368,1.91765729474663,0.0551544800621926,0.102335114029985
"E2P69_RS00520",131.338477244802,1.17891149094985,0.738607280206609,1.5961276344583,0.110460300033819,0.182788740589871
"E2P69_RS00525",16.4594053951449,-2.00838520088472,1.77817518514215,-1.12946419321681,0.258702066327104,0.36991646165593
"E2P69_RS00530",70.8473159044322,-1.02878531662748,1.24513459685446,-0.826244262448788,0.408665544336822,0.528213196600213
"E2P69_RS00535",267.935531716861,-1.02838954552515,0.563512781522283,-1.82496223554512,0.0680067283863756,0.12200260821487
"E2P69_RS00540",983.051716904155,-1.6774678804999,0.46884541982256,-3.57786982569811,0.000346405888173923,0.00111314249581929
"E2P69_RS00545",1339.66210640637,-1.30168454504018,0.351583861737773,-3.70234440968463,0.000213616364279212,0.000722622753778258
"E2P69_RS00550",936.444048100177,-0.005756036626764,0.410034748193455,-0.0140379239860137,0.988799725047586,0.991533398849473
"E2P69_RS00560",1100.06405995923,-0.712777687249025,0.459955455911798,-1.54966677335317,0.121221517054965,0.197660260999319
